request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"8d0e1540-ccf6-47a3-a862-a9e7c97ce325",GET,/,"debug=true&locale=en",,302,,,,696222446922500,696222589921500,696222601840000
"00de9a34-f8e6-4a8b-93d6-ffddddc35c76",GET,/any/system/welcome,,,200,text/html;charset=utf-8,service=565,,696222650536200,696222678561800,696234792831600
"bf67bbe1-23ac-491a-aee8-23a1e8e230c0",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,696235142270200,696235169141400,696235172268700
"5ed3a357-d48c-4c3f-ad7c-c951e15f740c",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,696235196813000,696235202554200,696235205875600
"251d5527-fcbc-4e7d-8c46-41b9707a6485",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,696235226430300,696235234637800,696235237892200
"06866498-6099-4360-9526-5e62269f850d",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,696235254942400,696235261372100,696235263665500
"125afcc2-8f95-4e21-b08c-f478d306d529",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,696235282200600,696235289792300,696235291982500
"f1611a22-a461-4372-b295-22e0e027213c",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,696235309208600,696235315829900,696235318885900
"ab5284c9-1613-47dd-be12-158123690165",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,696235335962300,696235344035400,696235346639800
"1fbf53d0-0e70-48f1-aa0f-801209a55b6b",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,696235361943700,696235369663300,696235371850100
"a23c94e5-36aa-401a-b1c9-4f7e4325d5cd",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,696235386673500,696235395576300,696235398533600
"e56a936d-7839-47b6-9733-d3bf3599f56a",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,696235414566600,696235422397100,696235425172000
"36278045-cfb8-4cc0-a91f-b227cd061e85",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,696235439958500,696235447045800,696235449176900
"3c5f657b-c755-4721-8ef6-8370bfd2111a",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,696235470185700,696235477376700,696235479318200
"ad79adb1-5391-4826-9a8a-57bfff5c2599",GET,/images/banner.png,,,200,image/png,,,696235492090000,696235498307700,696235500423800
"97d16479-fd5e-4309-9c0b-e448c3ab31b9",GET,/images/logo.png,,,200,image/png,,,696235549104100,696235556474500,696235559626000
"3a1bf45d-6b49-46c6-979f-1cb2ec7614e6",GET,"/anonymous/system/sign-in",,,200,text/html;charset=utf-8,"password=&remember=false&service=566&username=",,696235574891700,696235591897500,696240007400800
"defcb6f5-18a0-4bc4-aa3c-6e5eec9c43f6",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,696240051736600,696240058779700,696240060489100
"782e3127-84e2-4507-89be-838c810ea25f",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,696240070617600,696240074630700,696240076467800
"4b1272da-4386-44a0-9a4d-0492816088f9",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,696240086523300,696240092881800,696240094376900
"0fbb15f6-1880-4c5d-80ed-a01059304c18",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,696240105149100,696240111097500,696240112619300
"42bc6834-4b76-4da1-b530-0ceafcbacae0",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,696240124358200,696240129064300,696240130656700
"8e214722-1004-4e90-8c26-e8b061786f67",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,696240140816400,696240145336400,696240147160800
"97d1145b-982a-48c3-ac8e-66911460908a",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,696240157855200,696240162548300,696240164303100
"ac064ac3-d683-46e4-8483-34d46f76c108",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,696240176666400,696240181191800,696240182869300
"32ffa9c3-9a12-483c-bed6-11753d7bc788",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,696240193156600,696240197026600,696240198497300
